date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2018-01-29 23:49:11,n0ti0nsec,,0,0,0,"Patch yo self before you wreck yo self! https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20180129-asa1 … #cisco #patchyoselfpic.twitter.com/Cakuq8hIpa",,,#cisco #patchyoselfpic,958124899725402118,https://twitter.com/n0ti0nsec/status/958124899725402118
2018-01-29 23:49:03,kipcompton,CiscoCloud,0,2,7,"Join us @CLEUR2018 to find out the big, bold things happening in #Cisco cloud. https://twitter.com/CiscoCloud/status/957993491556110336 …",,@CLEUR2018,#Cisco,958124864493137920,https://twitter.com/kipcompton/status/958124864493137920
2018-01-29 23:46:44,aazhuko,,0,0,0,". @Miercom weighs in on #Cisco vs. Huawei Bake Off. #CiscoDNA -https://infl.tv/cI3T",,@Miercom,#Cisco #CiscoDNA,958124280528752641,https://twitter.com/aazhuko/status/958124280528752641
2018-01-29 23:46:09,b4bdg,,0,0,0,"Google, Cisco combine for the hybrid cloud #HybridCloud #CloudComputing #Cloud #Cisco #Google #ChannelPartners #IT #PartnerMarketing https://hubs.ly/H09PB-P0 by @angela_karl",,@angela_karl,#HybridCloud #CloudComputing #Cloud #Cisco #Google #ChannelPartners #IT #PartnerMarketing,958124134948573184,https://twitter.com/b4bdg/status/958124134948573184
2018-01-29 23:38:58,ciscocxc,,0,0,0,"Don't miss the chance to advance your knowledge and career! See the latest technology at Cisco Live 2018 #techtuesday #CiscoLive2018 #povservices #Cisco #cxcsydney #weareciscopic.twitter.com/6bTO4d2hO6",,,#techtuesday #CiscoLive2018 #povservices #Cisco #cxcsydney #weareciscopic,958122327488647168,https://twitter.com/ciscocxc/status/958122327488647168
2018-01-29 23:13:38,Christian_SUEUR,,0,0,0,"""Cisco Releases Security Update"" https://www.us-cert.gov/ncas/current-activity/2018/01/29/Cisco-Releases-Security-Update … #cert #cisco",,,#cert #cisco,958115952637435905,https://twitter.com/Christian_SUEUR/status/958115952637435905
2018-01-29 23:13:02,aazhuko,,0,0,0,"The #GartnerMQ for Wired and #Wireless LAN is out and #Cisco is once again named a leader. - https://infl.tv/cHYf",,,#GartnerMQ #Wireless #Cisco,958115801768382464,https://twitter.com/aazhuko/status/958115801768382464
2018-01-29 23:12:25,houseoflager,,0,0,0,"#Cisco Releases Security Update https://buff.ly/2DU4eFx #cybersecurity",,,#Cisco #cybersecurity,958115644846702592,https://twitter.com/houseoflager/status/958115644846702592
2018-01-29 23:11:17,patchdale,,0,0,0,"2017 in Snort Signatures. http://bit.ly/2EnixjB #Cisco",,,#Cisco,958115360045195265,https://twitter.com/patchdale/status/958115360045195265
2018-01-29 23:10:03,CourseGift,,0,0,1,"Udemy - Cisco CCNA Configuration Labs : Hands On Experience Guide 100% Off Coupon - http://bit.ly/2FrQIpx #Cisco #CCNA #router #IoT #cloud #Udemy #education #Coupon #DiscountDeals",,,#Cisco #CCNA #router #IoT #cloud #Udemy #education #Coupon #DiscountDeals,958115047988850688,https://twitter.com/CourseGift/status/958115047988850688
2018-01-29 23:02:43,iwiizkiid,,0,0,3,"#Cisco comes everywhere with me...even the gym! pic.twitter.com/Ozs6TPGpuU",,,#Cisco,958113203959091200,https://twitter.com/iwiizkiid/status/958113203959091200
2018-01-29 22:55:04,atruent,,0,0,0,"#Cisco And #Microsoft: Delivering Fast, Reliable, And Secure #Cloud #Connection http://ow.ly/dJZ630i4aZF",,,#Cisco #Microsoft #Cloud #Connection,958111281176895491,https://twitter.com/atruent/status/958111281176895491
2018-01-29 22:49:03,UKCiscoJobs,,0,0,0,"Network Team Lead http://dlvr.it/QDBWG4 #jobs #cisco",,,#jobs #cisco,958109763782418432,https://twitter.com/UKCiscoJobs/status/958109763782418432
2018-01-29 22:45:46,ccie12933,,0,2,6,"#CCNA tip: The ""bad mask"" message occurs when you try to assign the 1st or last address in a subnet range to an interface. There was no problem when I went down 1 address, into the legal range for this particular subnet. #Cisco #BulldogItpic.twitter.com/Vk8zUsBNrx",,,#CCNA #Cisco #BulldogItpic,958108941019381760,https://twitter.com/ccie12933/status/958108941019381760
2018-01-29 22:36:37,deanna_thompson,,0,0,1,"This is what #cisco is doing tomorrow. pic.twitter.com/zD8s4MiCrE",,,#cisco,958106637469929474,https://twitter.com/deanna_thompson/status/958106637469929474
2018-01-29 22:34:12,silmasilms,Cisco,0,0,0,"And I'm proud to work at #Cisco. #StandUp4HumanRights #WEF18https://twitter.com/Cisco/status/957025372415119360 …",,,#Cisco #StandUp4HumanRights #WEF18https,958106026775011328,https://twitter.com/silmasilms/status/958106026775011328
2018-01-29 22:26:16,BeattieBeatdown,,0,0,0,"Anyone got a proof of concept for CVE-2018-0101 #cisco #asa #vulnerabilty @GossiTheDog #patchingisfun",,@GossiTheDog,#cisco #asa #vulnerabilty #patchingisfun,958104031091675136,https://twitter.com/BeattieBeatdown/status/958104031091675136
2018-01-29 22:23:37,doaks91,,0,0,0,"Awesome very usefull and interesting, #Meraki #Cisco #switching #troubleshooting #Configuring #Easy https://youtu.be/CSveCiHSDQY",,,#Meraki #Cisco #switching #troubleshooting #Configuring #Easy,958103364029550592,https://twitter.com/doaks91/status/958103364029550592
