date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2010-01-01 22:20:06,LDatta,,0,0,1,"#Cisco bets on #collaboration to boost #innovation http://bit.ly/7a6e0V",,,#Cisco #collaboration #innovation,7280663211,https://twitter.com/LDatta/status/7280663211
2010-01-01 20:10:36,ciscodisco,,0,0,0,"RT @RT @Cisco_Mobile: #Cisco bets on #collaboration to boost #innovation ... http://tinyurl.com/y9rdnhw",,@RT @Cisco_Mobile,#Cisco #collaboration #innovation,7277632405,https://twitter.com/ciscodisco/status/7277632405
2010-01-01 20:00:49,ToddSmithInvest,,0,1,0,"#Cisco bets on #collaboration to boost #innovation http://tinyurl.com/yjgjkxf",,,#Cisco #collaboration #innovation,7277392947,https://twitter.com/ToddSmithInvest/status/7277392947
2010-01-01 18:03:43,telecomer,,0,0,0,"#cisco I BUY USED CISCO EQUIPMENT & MORE: I need the below Cisco and other equiment. WS-C3560G-24PS-S WS-C3560G-48T... http://bit.ly/8WzkbC",,,#cisco,7274675877,https://twitter.com/telecomer/status/7274675877
2010-01-01 17:56:51,cabling_one,,0,0,0,"#cisco I BUY USED CISCO EQUIPMENT & MORE: I need the below Cisco and other equiment. WS-C3560G-24PS-S WS-C3560G-48T... http://bit.ly/5l6WlA",,,#cisco,7274513905,https://twitter.com/cabling_one/status/7274513905
2010-01-01 17:32:16,integracon,,0,0,0,"Advanced Cisco Router Configuration Review. Whether or not you pursue the CCNP certification router configur... http://bit.ly/7pSJXW #cisco",,,#cisco,7273965174,https://twitter.com/integracon/status/7273965174
2010-01-01 16:55:52,korourke,,0,0,0,"Just added myself to the http://wefollow.com twitter directory under: #gilbert #security #cisco #ccie",,,#gilbert #security #cisco #ccie,7273152337,https://twitter.com/korourke/status/7273152337
2010-01-01 10:22:12,CyberCoders,,0,0,0,"CCIE - Cisco Pre Sales Engineer - Network / Solutions Architect. #Cisco #job #jobs #careers http://cybercoders.com/?j=CK-CPSEPNW",,,#Cisco #job #jobs #careers,7266413414,https://twitter.com/CyberCoders/status/7266413414
2010-01-01 08:17:43,arrafiq,,0,0,0,"Hello 2010! Happy New Year to everyone at #EDA #SEMICON #Blaagers #Pakistan #Karachi #SiliconValley #SF #Cisco @CiscoSystems #in",,@CiscoSystems,#EDA #SEMICON #Blaagers #Pakistan #Karachi #SiliconValley #SF #Cisco #in,7264435199,https://twitter.com/arrafiq/status/7264435199
2010-01-01 05:39:14,integracon,,0,0,0,"The big challenge for Mitel will be convincing stock markets to support an unprofitable company up against h... http://bit.ly/6sGzXy #cisco",,,#cisco,7260895183,https://twitter.com/integracon/status/7260895183
2010-01-01 04:15:24,TheRouterSchool,,0,0,0,"New Job Listing: Network Engineer: Firstsalary.com - Bangalore, Karnataka - to work as Field en... http://bit.ly/5vsjQi #cisco #jobs #india",,,#cisco #jobs #india,7258551550,https://twitter.com/TheRouterSchool/status/7258551550
2010-01-01 04:03:41,ciscojob,,0,0,0,"New Job Listing: Network Engineer: Firstsalary.com - Bangalore, Karnataka - to work as Field en... http://bit.ly/5vsjQi #cisco #jobs #india",,,#cisco #jobs #india,7258260946,https://twitter.com/ciscojob/status/7258260946
2010-01-01 02:30:06,reyahoo,,0,0,0,"By @-CiscoDisco RT @New post: Cisco search patent: my concerns - #cisco #internet #-search... http://tinyurl.com/ycptxym",,@ @New,#cisco #internet #,7255973300,https://twitter.com/reyahoo/status/7255973300
2010-01-01 02:03:02,integracon,,0,0,0,"Configure the lists in the Resource Priority Namespace Network Domain menu that is accessed from the System ... http://bit.ly/848Nsq #cisco",,,#cisco,7255314052,https://twitter.com/integracon/status/7255314052
2010-01-01 01:47:11,integracon,,0,0,0,"In this course youll learn how to design and implement a Cisco NAC Appliance solution to suit your network Y... http://bit.ly/5aue2i #cisco",,,#cisco,7254922829,https://twitter.com/integracon/status/7254922829
2010-01-01 01:18:09,reyahoo,,0,0,0,"By @-evardsson New post: Cisco search patent: my concerns - http://bit.ly/6hEXNh #cisco #internet #search",,@,#cisco #internet #search,7254219643,https://twitter.com/reyahoo/status/7254219643
2010-01-01 01:10:09,ciscodisco,,0,0,0,"RT @New post: Cisco search patent: my concerns - #cisco #internet #search... http://tinyurl.com/ycptxym",,@New,#cisco #internet #search,7254024774,https://twitter.com/ciscodisco/status/7254024774
2010-01-01 01:02:32,evardsson,,0,0,0,"New post: Cisco search patent: my concerns - http://bit.ly/6hEXNh #cisco #internet #search",,,#cisco #internet #search,7253835755,https://twitter.com/evardsson/status/7253835755
2010-01-01 00:08:30,yru12bnvs,,0,0,0,"Happy New Year Everyone. Here's to a Healthy and Prosperous 2010. #cars #auto #cisco #IT #linux #mercedes #palestine",,,#cars #auto #cisco #IT #linux #mercedes #palestine,7252453242,https://twitter.com/yru12bnvs/status/7252453242
