date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2010-02-01 23:21:48,corelytics,,0,0,0,"Looking forward to hearing #ConnectWise and #Cisco discuss how they are supporting the IT Nation and the SMB space tomorrow",,,#ConnectWise #Cisco,8518421361,https://twitter.com/corelytics/status/8518421361
2010-02-01 22:44:36,wikidsystems,,0,0,0,"Pretty cool, I think. Using 2-factor authentication to open an ssh port on a cisco fw: http://bit.ly/auYNXF #cisco",,,#cisco,8517121353,https://twitter.com/wikidsystems/status/8517121353
2010-02-01 22:14:25,CarolineJapic,,0,3,1,"#VARGuy writes "" #Cisco's meager attempt to skirt around the open standards avalanche engulfing the UC industry"" http://tinyurl.com/yabftc3",,,#VARGuy #Cisco,8516059427,https://twitter.com/CarolineJapic/status/8516059427
2010-02-01 21:51:04,MktInnovation,,0,0,0,"RT @WebEx: Join a live discussion with Chris Anderson, editor-in-chief, Wired Magazine, Feb.3. Register Now. http://bit.ly/dcREWA #cisco",,@WebEx,#cisco,8515250550,https://twitter.com/MktInnovation/status/8515250550
2010-02-01 21:46:31,jeffhane,,0,1,0,"Free Download - Gartner Magic Quadrant Unified Communications #Google #Microsoft #Verizon #Cisco #IBM #Nortel #Gartner http://ow.ly/12JGN",,,#Google #Microsoft #Verizon #Cisco #IBM #Nortel #Gartner,8515096466,https://twitter.com/jeffhane/status/8515096466
2010-02-01 21:11:23,Cisco_at_ED,,0,0,0,"RT @Cisco_Channels: It's on, partners: VIP enrollment for this period now until Feb 19, 2010. More info/sign up: http://bit.ly/b87MQ5 #cisco",,@Cisco_Channels,#cisco,8513908246,https://twitter.com/Cisco_at_ED/status/8513908246
2010-02-01 20:26:16,KeithHumphreys,,0,0,0,"RT @Cisco_Channels: It's on, partners: VIP enrollment for this period now until Feb 19, 2010 Info/sign up: http://bit.ly/b87MQ5 #cisco @myEN",,@Cisco_Channels @myEN,#cisco,8512409884,https://twitter.com/KeithHumphreys/status/8512409884
2010-02-01 20:05:39,CiscoPartners,,0,0,0,"It's on, partners: VIP enrollment for this period now until Feb 19, 2010. More info/sign up: http://bit.ly/b87MQ5 #cisco",,,#cisco,8511743702,https://twitter.com/CiscoPartners/status/8511743702
2010-02-01 20:05:12,cabling_one,,0,0,0,"#cisco Differnce between setting mac address port security under th...: I'm familiar with setting a static MAC add... http://bit.ly/cIIYqz",,,#cisco,8511728022,https://twitter.com/cabling_one/status/8511728022
2010-02-01 20:03:47,Webex,,0,0,0,"Join a live discussion with Chris Anderson, editor-in-chief, Wired Magazine, Feb.3. Register Now. http://bit.ly/dcREWA #cisco",,,#cisco,8511681089,https://twitter.com/Webex/status/8511681089
2010-02-01 19:27:01,emarkwardt,,0,0,0,"RT @ciscoDC #Cisco UCS: different workload, different configuration, same blade. Simple. Must read! http://tinyurl.com/yf7vlzk",,@ciscoDC,#Cisco,8510490134,https://twitter.com/emarkwardt/status/8510490134
2010-02-01 19:18:03,Tim_Greene,,0,0,0,"Is #Cisco about to play catch-up vs #Juniper core #router? http://bit.ly/ds8X2q",,,#Cisco #Juniper #router,8510196325,https://twitter.com/Tim_Greene/status/8510196325
2010-02-01 19:17:24,ToddSmithInvest,,0,0,0,"#Cisco To Announce Next Generation #CRS1 Platform Next Month http://tinyurl.com/yehrsdd",,,#Cisco #CRS1,8510174629,https://twitter.com/ToddSmithInvest/status/8510174629
2010-02-01 18:43:51,rjhintz,,0,0,0,"RT @alphadoggs: #Cisco plotting major core router upgrade? http://bit.ly/aphG82",,@alphadoggs,#Cisco,8509064608,https://twitter.com/rjhintz/status/8509064608
2010-02-01 18:29:54,alphadoggs,,0,0,0,"#Cisco plotting major core router upgrade? http://bit.ly/aphG82",,,#Cisco,8508605701,https://twitter.com/alphadoggs/status/8508605701
2010-02-01 18:15:59,ciscoDC,,0,6,2,"#Cisco UCS: different workload, different configuration, same blade. Simple. Must read! http://tinyurl.com/yf7vlzk",,,#Cisco,8508145882,https://twitter.com/ciscoDC/status/8508145882
2010-02-01 18:13:17,leoboulton,,0,0,1,"Tip: Download and get evaluation licenses for may Cisco products from http://bit.ly/bmkIQo #Yam #Cisco",,,#Yam #Cisco,8508056719,https://twitter.com/leoboulton/status/8508056719
2010-02-01 17:40:35,ifoam,,0,0,0,"It TAC going extremly slow for anyone else? #Cisco #TAC",,,#Cisco #TAC,8506961756,https://twitter.com/ifoam/status/8506961756
2010-02-01 17:20:50,mhardee,,0,3,0,"A better cisco.com Training & Events page #cisco http://bit.ly/cPGymZ",,,#cisco,8506294312,https://twitter.com/mhardee/status/8506294312
2010-02-01 17:07:18,justin_guidroz,,0,0,0,"#Cisco 4900 switches finally shipping this week for datacenter.",,,#Cisco,8505832558,https://twitter.com/justin_guidroz/status/8505832558
2010-02-01 17:05:47,hyounpark,,0,0,0,"Unified Computing invades the UK RT: @Kim_Crosby: #Logicalis Deploys UK’s First #Cisco UCS at Winterflood Securities - http://bit.ly/bRa7YG",,@Kim_Crosby,#Logicalis #Cisco,8505780644,https://twitter.com/hyounpark/status/8505780644
2010-02-01 16:54:58,victor1967,,0,0,0,"just plugged in the phone throught POE #cisco #7970",,,#cisco #7970,8505397593,https://twitter.com/victor1967/status/8505397593
2010-02-01 16:40:13,ciscodisco,,0,0,0,"RT @Technology = Jobs #CNN #WEF #Cisco #Video... http://tinyurl.com/ya3aw5k",,@Technology,#CNN #WEF #Cisco #Video,8504883342,https://twitter.com/ciscodisco/status/8504883342
2010-02-01 16:37:26,SCDxB,,0,0,0,"Technology = Jobs http://bit.ly/9TNT4C #CNN #WEF #Cisco #Video",,,#CNN #WEF #Cisco #Video,8504786083,https://twitter.com/SCDxB/status/8504786083
2010-02-01 16:29:22,nigelpoulton,,0,2,0,"RT @gkumaran: New #EMC #Techbook FCoE http://bit.ly/cKolaJ configurations, examples from #Cisco Nexus #Brocade MP-8000B",,@gkumaran,#EMC #Techbook #Cisco #Brocade,8504501051,https://twitter.com/nigelpoulton/status/8504501051
2010-02-01 16:18:22,ResumeBucketCV,,0,0,0,"Douglas Richardson's Online Resume | Plainfield, NJ | http://ResumeBucket.com/doug1429 | #CISCO #NETWORK #SYSTEMS #ENGINEER #SECURITY RT!",,,#CISCO #NETWORK #SYSTEMS #ENGINEER #SECURITY,8504113800,https://twitter.com/ResumeBucketCV/status/8504113800
2010-02-01 16:16:32,robin_sager,,0,0,0,"@furrier: #Cisco The Apple of Networking? NOT – The #Polycom #Juniper Partnership Implications http://bit.ly/9I4ZPD #telepresence",,@furrier,#Cisco #Polycom #Juniper #telepresence,8504048810,https://twitter.com/robin_sager/status/8504048810
2010-02-01 16:01:12,marcusdonald,,0,0,0,"#job #Cisco Network Architect (perm) required for international company based in SW London http://bit.ly/b8yzD6",,,#job #Cisco,8503499015,https://twitter.com/marcusdonald/status/8503499015
2010-02-01 15:51:54,aarondelp,,0,0,0,"If #Cisco #UCS 6100's cool front to back that means it is mounted in front of rack and all cables would go to front of rack? Is this right?",,,#Cisco #UCS,8503161726,https://twitter.com/aarondelp/status/8503161726
2010-02-01 15:23:22,anandvardhan,,0,0,0,"RT @CiscoPress: #cisco is one of Fortunes 2010 Best Companies to Work For http://bit.ly/c3VBxd",,@CiscoPress,#cisco,8502142949,https://twitter.com/anandvardhan/status/8502142949
2010-02-01 15:18:12,CiscoPress,,0,2,1,"#cisco is one of Fortunes 2010 Best Companies to Work For http://bit.ly/c3VBxd",,,#cisco,8501958719,https://twitter.com/CiscoPress/status/8501958719
2010-02-01 15:18:04,InformIT,,0,0,0,"#cisco is one of Fortunes 2010 Best Companies to Work For http://bit.ly/c3VBxd",,,#cisco,8501953391,https://twitter.com/InformIT/status/8501953391
2010-02-01 15:18:03,MsJamieShoup,,0,0,0,"#cisco is one of Fortunes 2010 Best Companies to Work For http://bit.ly/c3VBxd",,,#cisco,8501953222,https://twitter.com/MsJamieShoup/status/8501953222
2010-02-01 14:47:48,jozjan,,0,0,0,"#Cisco event: A Technical Look at Intercompany Media Engine. http://digs.by/1JWH < if you are working with BIG VoIP networks, watch it.",,,#Cisco,8500856508,https://twitter.com/jozjan/status/8500856508
2010-02-01 14:44:56,Krizmista,theChiaman,0,0,0,"@theChiaman lol, I swear. Guy its takin ages for my bbm mssges to reach u o. N e waiz wen r we goin to see those guys?? #cisco",,@theChiaman,#cisco,8500754943,https://twitter.com/Krizmista/status/8500754943
2010-02-01 14:19:18,cabling_one,,0,0,0,"#cisco L2TP Help needed!: Hello I am in this situation: HQ: Cisco 2651XM fast0/0 LAN 192.168.1.0/24 fast0/1 remote... http://bit.ly/dabqZp",,,#cisco,8499867130,https://twitter.com/cabling_one/status/8499867130
2010-02-01 14:14:15,telecomer,,0,0,0,"#cisco L2TP Help needed!: Hello I am in this situation: HQ: Cisco 2651XM fast0/0 LAN 192.168.1.0/24 fast0/1 remote... http://bit.ly/bur9IL",,,#cisco,8499698103,https://twitter.com/telecomer/status/8499698103
